x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
268.7611777650891,-894.797115846537,34.66950587444008,-137.57715004266498,2.651837876199697,0,0,0,0,0
265.0464356885641,-898.1990262037143,34.71644801069051,-137.3276172701641,4.594795299087932,0,2,0,0,0
261.25592126196716,-901.6071076393127,34.75937268678099,-141.18724211205497,5.1144496632298,0,2,0,0,0
257.0480770355789,-904.409606252797,34.759968117624524,-152.91829914181358,4.785990704600904,0,2,0,0,0
252.2234147959971,-905.976845966652,34.720230150781575,-172.98339894288353,4.466043945735107,0,2,0,0,0
247.22131033818005,-905.5606446508318,34.70411819107831,160.49835082532798,4.046695184991144,0,2,0,0,0
243.0499083639006,-902.7492250604555,34.70183811038733,131.89987384433067,3.840544628812929,0,2,0,0,0
240.20805862534326,-898.5858369646594,34.713397458009425,118.59461153249273,3.908423967781459,0,2,0,0,0
237.89066645293497,-894.1213948316872,34.72051945589483,117.4345700072635,3.9154212074337478,0,2,0,0,0
235.3463635292137,-889.7997389147058,34.794005319289866,125.11507190059844,3.931626195821567,0,3,0,0,0
232.23081764188828,-885.8210152229294,34.83127849437297,130.60267646949558,3.597363460056686,0,3,0,0,0
228.87575957761146,-882.1053680796176,34.86562288440764,131.83818236425972,0.7270089835640139,0,3,0,0,0
225.4797841568943,-878.3601948590949,34.84844470378012,133.90696690983708,3.998789221149679,0,1,0,0,0
221.7507303164457,-875.0251001594588,34.86445613373071,143.04581428278,5.401732719806265,0,1,0,0,0
217.67042530927574,-872.1276696259156,34.872762291505936,145.03706008031986,6.0349173605865944,0,1,0,0,0
213.69054226530716,-869.0648329667747,34.92202577535063,138.72946660206537,5.487645837455892,0,1,0,0,0
210.07713515340583,-865.5801038816571,34.95302729010582,134.34110096863355,3.4743949735782493,0,2,0,0,0
206.6099480544799,-861.9314677845687,34.98601946681738,132.74222414427624,1.912542681874284,0,2,0,0,0
203.23852350993548,-858.2227051742375,35.03742332737893,132.40983032083298,4.037252880314116,0,2,0,0,0
199.8591215655324,-854.5172117212787,35.07888793181628,132.4312749943803,5.2416380113453345,0,2,0,0,0
196.42111792927608,-850.7476096954197,35.11974945086986,132.2901510515301,6.0318502536645795,0,2,0,0,0
193.0287226852961,-846.9552365615964,35.160962492972615,131.03957390324467,6.213642774770877,0,2,0,0,0
189.7586819495191,-843.0490003833547,35.223422239348295,127.90201992775218,6.639499609362205,0,2,0,0,0
186.90050994150806,-838.8857205687091,35.24984754137695,119.15381403970414,6.306527039259568,0,2,0,0,0
184.91008737921948,-834.2823756635189,35.284506642073396,106.41455433270953,5.9407103536886465,0,2,0,0,0
184.04589596384903,-829.2759351059794,35.37876531090588,91.8731546677635,5.678289161791465,0,2,0,0,0
184.50409535039216,-824.2704040305689,35.490019989945,76.73623470765355,5.776556682166059,0,3,0,0,0
186.21587042475585,-819.4825008725747,35.57718496471644,63.69508651506249,6.075170437746581,0,3,0,0,0
188.82866000762442,-815.1093197092414,35.6762577759102,54.861324474635346,6.642193312528746,0,1,0,0,0
191.99524976336397,-811.0642519677058,35.79134762361646,49.54726840449652,7.266953243517066,0,1,0,0,0
195.45249277126277,-807.241055008024,35.91442051418126,46.71612772449393,7.890971075397169,0,1,0,0,0
198.95683230174473,-803.572534404695,36.01460107956082,46.84861356540019,8.46591240194631,0,1,0,0,0
202.33709165407345,-799.8493317626417,36.14187267683447,49.874794698420445,8.878870142942203,0,1,0,0,0
205.487605881528,-795.8986632591113,36.28751792833209,53.54751234569178,9.198038125827928,0,1,0,0,0
208.3857471458614,-791.7860643742606,36.412610062211755,56.42832561130544,9.462203061279142,0,1,0,0,0
211.16749181825435,-787.4304437339306,36.532603631541136,58.653862522102806,9.717123151515992,0,1,0,0,0
213.7723269884009,-783.0249874619767,36.63307902105153,60.42649323852505,10.008299128426808,0,1,0,0,0
216.2216188055463,-778.57898210641,36.735658068023625,61.84074730896465,10.329790889158977,0,1,0,0,0
218.55623719422147,-774.1359427040443,36.84153986144811,62.69611109225421,10.61213027142827,0,1,0,0,0
220.86851224931888,-769.5454642409459,36.94200645834208,63.96639834932522,10.834898827297101,0,1,0,0,0
223.00098930334207,-765.0182746937498,37.02338971178979,65.78973196860488,10.946581065538327,0,1,0,0,0
225.00832427933346,-760.3891333322972,37.09413509704173,67.39783983001662,11.017995382461903,0,3,0,0,0
226.89981462346623,-755.6745701106265,37.16172778028995,69.16719878231082,11.086626438119863,0,3,0,0,0
228.65556691843085,-750.882159627974,37.22392801549286,71.08160055195485,11.119638696455425,0,3,0,0,0
230.25190816569375,-746.0231850203127,37.30134507343173,73.07160467626713,11.134002657772813,0,3,0,0,0
231.66908222448546,-741.1081374483183,37.39668523408473,75.14016214038568,11.135862533250277,0,3,0,0,0
232.91687964682933,-736.1466239737347,37.49062078800053,76.90516100326523,11.141191526184716,0,3,0,0,0
234.01664895168506,-731.1495240638033,37.59078078232706,78.45511423641234,11.135948974926633,0,3,0,0,0
234.98711878823815,-726.128135394305,37.70077284500003,79.75890759971387,11.123972665776874,0,3,0,0,0
235.8514567646198,-721.1179093774408,37.7954309348017,80.73392986929133,11.034226558427067,0,3,0,0,0
236.64599861606257,-716.1023812992498,37.88701907247305,81.39793422836202,11.074303998190908,0,3,0,0,0
237.38570731220534,-711.1091988263652,38.035534878075126,81.88858024799083,10.84786126920738,0,3,0,0,0
238.0978132279124,-706.0881290435791,38.199353215098384,82.14678820708323,10.328404622607406,0,3,0,0,0
238.79240513849072,-701.0576507234946,38.35928346291185,82.33152886609551,10.042883038616056,0,3,0,0,0
239.47497620567447,-696.0863348180428,38.507004532776776,82.37512535118374,10.100989502902829,0,3,0,0,0
240.16105534462258,-691.056377842091,38.62779655195773,82.40242342220041,10.216710534218597,0,3,0,0,0
240.85162620368646,-686.0008551217616,38.72038243785501,82.34547518269756,10.224584772916943,0,3,0,0,0
241.54654288041638,-680.9372203620151,38.79134393837303,82.28034451757694,10.248020278467708,0,3,0,0,0
242.25121470313752,-675.8521455125883,38.831413676775995,82.25039084594052,10.303855300447447,0,3,0,0,0
242.96273354341974,-670.7339766873047,38.83912739418447,82.26606255784317,10.392808666756958,0,3,0,0,0
243.67821300652577,-665.5785092450678,38.824659636057916,82.2622274594763,10.421244930930216,0,3,0,0,0
244.3932269598008,-660.4639121834189,38.78106395043433,82.09732012345394,10.24222846266244,0,3,0,0,0
245.11184834706364,-655.4017547834665,38.70114158820361,82.10705747424883,10.255597255572907,0,3,0,0,0
245.82752901181811,-650.3122103763744,38.6119032593444,82.30457329164727,10.287531565465251,0,3,0,0,0
246.51193584688008,-645.2168431840837,38.467770604230466,82.61617624171812,10.32556723591636,0,3,0,0,0
247.17055859533139,-640.0540019208565,38.26875563785434,83.12688678761906,10.481651400850776,0,3,0,0,0
247.76708640856668,-635.0446333363652,38.06002638563514,83.6574469393715,10.538778249147185,0,3,0,0,0
248.32372145331465,-630.0095298131928,37.84247149322182,84.21945502525793,10.559134822532801,0,3,0,0,0
248.83352737204405,-624.9655035948381,37.658199940621856,84.8910861934987,10.558636086125631,0,3,0,0,0
249.27271918259794,-619.9174794312567,37.45860865507275,85.62075143424629,10.562840289603777,0,3,0,0,0
249.6426012640586,-614.8621559543535,37.284786051884296,86.41154916689801,10.55866619786907,0,3,0,0,0
249.92797212227015,-609.8009475218132,37.117587856762114,87.52773136224683,10.559727571422027,0,3,0,0,0
